"probes"	"genes"
"A_44_P838735"	"Nothing"
"A_44_P838744"	"Nothing"
"A_44_P838788"	"Nothing"
"A_44_P838798"	"Med1"
"A_44_P838831"	"LOC100365958"
"A_44_P838869"	"Nothing"
"A_44_P838882"	"Nothing"
"A_44_P838888"	"Brip1"
"A_44_P838920"	"Nothing"
"A_44_P838931"	"Nothing"
"A_44_P838961"	"Nothing"
"A_44_P838967"	"Nothing"
"A_44_P838983"	"Nothing"
"A_44_P838992"	"LOC687609"
"A_44_P839015"	"Nothing"
"A_44_P839032"	"Nothing"
"A_44_P839072"	"Nothing"
"A_44_P839079"	"Nothing"
"A_44_P839137"	"Nothing"
"A_44_P839149"	"Nothing"
"A_44_P839176"	"Usp25"
"A_44_P839206"	"Ostm1"
"A_44_P839254"	"Nothing"
"A_44_P839270"	"Pax1"
"A_44_P839289"	"Trim16"
"A_44_P839332"	"Nothing"
"A_44_P839339"	"Zfp277"
"A_44_P839357"	"Nothing"
"A_44_P839411"	"Nothing"
"A_44_P839432"	"Nothing"
"A_44_P839458"	"Nothing"
"A_44_P839496"	"Nothing"
"A_44_P839551"	"LOC100364359"
"A_44_P839581"	"Nothing"
"A_44_P839602"	"Nothing"
"A_44_P839612"	"Nothing"
"A_44_P839624"	"Nothing"
"A_44_P839743"	"Cdh10"
"A_44_P839778"	"Nothing"
"A_44_P839802"	"Nothing"
"A_44_P839849"	"Nothing"
"A_44_P839920"	"Bcorl1"
"A_44_P839975"	"Tmem132e"
"A_44_P840106"	"Nothing"
"A_44_P840118"	"Nothing"
"A_44_P840128"	"Nothing"
"A_44_P840327"	"Nothing"
"A_44_P840348"	"Nothing"
"A_44_P840366"	"Nothing"
"A_44_P840384"	"Nothing"
"A_44_P840399"	"Nothing"
"A_44_P840412"	"Nothing"
"A_44_P840489"	"Nothing"
"A_44_P840535"	"Nothing"
"A_44_P840658"	"Nothing"
"A_44_P840715"	"Galm"
"A_44_P840751"	"Nothing"
"A_44_P840778"	"Dnajb6"
"A_44_P840798"	"Eya3"
"A_44_P840829"	"Hnrnpr"
"A_44_P840837"	"Lgi3"
"A_44_P840849"	"Golga3"
"A_44_P840891"	"Icoslg"
"A_44_P841357"	"Nothing"
"A_44_P841373"	"Afg3l1"
"A_44_P841393"	"Prr14l"
"A_44_P841532"	"Nothing"
"A_44_P841539"	"Nothing"
"A_44_P841672"	"Nothing"
"A_44_P841775"	"Nothing"
"A_44_P841829"	"Nothing"
"A_44_P842012"	"Nothing"
"A_44_P842084"	"Nothing"
"A_44_P842321"	"Nothing"
"A_44_P842353"	"Nothing"
"A_44_P842364"	"Nothing"
"A_44_P842451"	"Nothing"
"A_44_P842474"	"Nothing"
"A_44_P842505"	"Nothing"
"A_44_P842613"	"LOC100359843"
"A_44_P842692"	"Nothing"
"A_44_P842821"	"Nothing"
"A_44_P843363"	"Nothing"
"A_44_P843367"	"Nothing"
"A_44_P843496"	"Nothing"
"A_44_P843693"	"Nothing"
"A_44_P843798"	"Nothing"
"A_44_P843972"	"Nothing"
"A_44_P844029"	"Nothing"
"A_44_P844039"	"Nothing"
"A_44_P844081"	"Nothing"
"A_44_P844244"	"Nothing"
"A_44_P844543"	"Nothing"
"A_44_P844598"	"Nothing"
"A_44_P844752"	"Nothing"
"A_44_P844819"	"Nothing"
"A_44_P844997"	"Nothing"
"A_44_P845078"	"Nothing"
"A_44_P845111"	"Nothing"
"A_44_P845195"	"Mea1"
"A_44_P845274"	"Nothing"
"A_44_P845395"	"Nothing"
"A_44_P845409"	"Nothing"
"A_44_P845432"	"Nothing"
"A_44_P845454"	"Nothing"
"A_44_P845476"	"Nothing"
"A_44_P845503"	"Nothing"
"A_44_P845543"	"Nothing"
"A_44_P845551"	"Nothing"
"A_44_P845610"	"LOC100360066"
"A_44_P845625"	"Nothing"
"A_44_P845657"	"Nothing"
"A_44_P845705"	"Nothing"
"A_44_P846589"	"Hspd1"
"A_44_P846888"	"Nothing"
"A_44_P846954"	"Nothing"
"A_44_P847098"	"Nothing"
"A_44_P847139"	"Nothing"
"A_44_P847271"	"Nothing"
"A_44_P847319"	"Nothing"
"A_44_P847378"	"Nothing"
"A_44_P847392"	"Ptpn4"
"A_44_P847838"	"Nothing"
"A_44_P847933"	"Nothing"
"A_44_P848100"	"Nothing"
"A_44_P848109"	"Nothing"
"A_44_P848219"	"Nothing"
"A_44_P848376"	"Fpgs"
"A_44_P848405"	"Nothing"
"A_44_P848437"	"Nothing"
"A_44_P848464"	"Nothing"
"A_44_P848556"	"Nothing"
"A_44_P848570"	"Nothing"
"A_44_P848706"	"Nothing"
"A_44_P848759"	"Nothing"
"A_44_P848783"	"Nothing"
"A_44_P848868"	"Nothing"
"A_44_P848951"	"Nothing"
"A_44_P848972"	"Ahcyl2"
"A_44_P849035"	"Nothing"
"A_44_P849046"	"Rab32"
"A_44_P849067"	"Rnmt"
"A_44_P849099"	"Osbpl11"
"A_44_P849269"	"Nothing"
"A_44_P849277"	"Nothing"
"A_44_P849314"	"Nothing"
"A_44_P849334"	"Lin7c"
"A_44_P849453"	"Nothing"
"A_44_P849592"	"Nothing"
"A_44_P849636"	"Nothing"
"A_44_P849693"	"Nothing"
"A_44_P849825"	"Nothing"
"A_44_P849892"	"Nothing"
"A_44_P849944"	"Nothing"
"A_44_P850134"	"Nothing"
"A_44_P850143"	"Nothing"
"A_44_P850228"	"Nothing"
"A_44_P850331"	"LOC100363423"
"A_44_P850336"	"Nothing"
"A_44_P850353"	"Nothing"
"A_44_P850422"	"Pros1"
"A_44_P850555"	"Fam65b"
"A_44_P850592"	"Nothing"
"A_44_P850777"	"Nothing"
"A_44_P850802"	"Nothing"
"A_44_P850838"	"Nothing"
"A_44_P850880"	"Nothing"
"A_44_P850918"	"Nothing"
"A_44_P850979"	"Nothing"
"A_44_P851230"	"Nothing"
"A_44_P851281"	"Nothing"
"A_44_P851321"	"Nothing"
"A_44_P851372"	"Nothing"
"A_44_P851497"	"Nothing"
"A_44_P851614"	"Nothing"
"A_44_P851620"	"Fam189b"
"A_44_P851639"	"Nothing"
"A_44_P851664"	"Nothing"
"A_44_P851720"	"Nothing"
"A_44_P851762"	"Nothing"
"A_44_P851788"	"Nothing"
"A_44_P851797"	"Tpgs2"
"A_44_P851810"	"Cycs"
"A_44_P851961"	"Fbxl16"
"A_44_P852000"	"Dtx3l"
"A_44_P852005"	"Nothing"
"A_44_P852017"	"Gpr146"
"A_44_P852055"	"LOC498265"
"A_44_P852083"	"Nothing"
"A_44_P852146"	"Nothing"
"A_44_P852185"	"Nothing"
"A_44_P852195"	"Nothing"
"A_44_P852201"	"Nothing"
"A_44_P852210"	"LOC100363196"
"A_44_P852219"	"Nothing"
"A_44_P852241"	"Nothing"
"A_44_P852282"	"Nothing"
"A_44_P852315"	"Fibin"
"A_44_P852321"	"Ckap2l"
"A_44_P852338"	"RGD1563145"
"A_44_P852355"	"Nothing"
"A_44_P852373"	"Nothing"
"A_44_P852404"	"Nothing"
"A_44_P852414"	"Nothing"
"A_44_P852426"	"LOC100362908"
"A_44_P852433"	"Nothing"
"A_44_P852451"	"LOC100361188"
"A_44_P852498"	"Zscan20"
"A_44_P852513"	"Nothing"
"A_44_P852537"	"Nothing"
"A_44_P852545"	"Tmem196"
"A_44_P852564"	"Nothing"
"A_44_P852573"	"Nothing"
"A_44_P852603"	"Nothing"
"A_44_P852623"	"Nothing"
"A_44_P852634"	"Nothing"
"A_44_P852647"	"Fam124b"
"A_44_P852666"	"Nothing"
"A_44_P852679"	"Nothing"
"A_44_P852695"	"Nothing"
"A_44_P852703"	"Nothing"
"A_44_P852728"	"Dmrtc1c"
"A_44_P852754"	"Nothing"
"A_44_P852790"	"Nothing"
"A_44_P852833"	"LOC294154"
"A_44_P852862"	"Nothing"
"A_44_P852878"	"Nothing"
"A_44_P852945"	"Nothing"
"A_44_P852957"	"LOC684259"
"A_44_P852993"	"Oxsr1"
"A_44_P853006"	"Tmem223"
"A_44_P853016"	"Nothing"
"A_44_P853038"	"RGD1311188"
"A_44_P853060"	"Nothing"
"A_44_P853085"	"Ano10"
"A_44_P853102"	"Nothing"
"A_44_P853145"	"Nothing"
"A_44_P853167"	"Nothing"
"A_44_P853184"	"Nothing"
"A_44_P853208"	"LOC498145"
"A_44_P853254"	"LOC100365106"
"A_44_P853268"	"Nothing"
"A_44_P853289"	"RGD1359158"
"A_44_P853293"	"Ctdp1"
"A_44_P853300"	"Nothing"
"A_44_P853313"	"Nothing"
"A_44_P853326"	"Nothing"
"A_44_P853384"	"Nothing"
"A_44_P853410"	"Gpatc2"
"A_44_P853449"	"Nothing"
"A_44_P853540"	"Nothing"
"A_44_P853554"	"Nothing"
"A_44_P853624"	"Nothing"
"A_44_P853647"	"Wasf1"
"A_44_P853677"	"Pdss2"
"A_44_P853685"	"Nothing"
"A_44_P853694"	"Nothing"
"A_44_P853733"	"Nothing"
"A_44_P853766"	"Nothing"
"A_44_P853775"	"LOC691221"
"A_44_P853794"	"Nothing"
"A_44_P853835"	"Nothing"
"A_44_P853848"	"Nothing"
"A_44_P853879"	"Nothing"
"A_44_P853889"	"Nothing"
"A_44_P853901"	"Fam210a"
"A_44_P853909"	"Nothing"
"A_44_P853916"	"Slc43a2"
"A_44_P853966"	"Nothing"
"A_44_P853981"	"Nothing"
"A_44_P853991"	"Nothing"
"A_44_P854011"	"Ppfia4"
"A_44_P854045"	"RGD1306962"
"A_44_P854083"	"Nothing"
"A_44_P854093"	"Nothing"
"A_44_P854158"	"Nothing"
"A_44_P854174"	"Nothing"
"A_44_P854181"	"Nothing"
"A_44_P854254"	"Nothing"
"A_44_P854287"	"Nothing"
"A_44_P854339"	"Nothing"
"A_44_P854346"	"Nothing"
"A_44_P854356"	"Nothing"
"A_44_P854406"	"Nothing"
"A_44_P854415"	"Nothing"
"A_44_P854417"	"LOC100365816"
"A_44_P854437"	"Nothing"
"A_44_P854450"	"Nothing"
"A_44_P854454"	"Nothing"
"A_44_P854491"	"Nothing"
"A_44_P854513"	"Nothing"
"A_44_P854562"	"Nothing"
"A_44_P854615"	"L2hgdh"
"A_44_P854619"	"Nothing"
"A_44_P854689"	"Ldlrap1"
"A_44_P854745"	"Nothing"
"A_44_P854807"	"Nothing"
"A_44_P854845"	"Nothing"
"A_44_P854874"	"Nothing"
"A_44_P854908"	"Nothing"
"A_44_P854928"	"Nothing"
"A_44_P854962"	"Nothing"
"A_44_P854985"	"Nothing"
"A_44_P855071"	"Fam19a4"
"A_44_P855077"	"Nothing"
"A_44_P855088"	"Nothing"
"A_44_P855100"	"Nothing"
"A_44_P855180"	"Nothing"
"A_44_P855196"	"Nothing"
"A_44_P855259"	"Nothing"
"A_44_P855281"	"Nothing"
"A_44_P855313"	"Nothing"
"A_44_P855333"	"Nothing"
"A_44_P855350"	"Nothing"
"A_44_P855435"	"Pm20d2"
"A_44_P855484"	"Nothing"
"A_44_P855500"	"Nothing"
"A_44_P855516"	"Nothing"
"A_44_P855525"	"Nothing"
"A_44_P855630"	"Nothing"
"A_44_P855672"	"Nothing"
"A_44_P855773"	"Nothing"
"A_44_P855808"	"Nothing"
"A_44_P855863"	"Nothing"
"A_44_P855945"	"Nothing"
"A_44_P855953"	"LOC100364892"
"A_44_P855981"	"Nothing"
"A_44_P855990"	"Nothing"
"A_44_P856007"	"Iqgap1"
"A_44_P856056"	"Stt3b"
"A_44_P856083"	"Nothing"
"A_44_P856158"	"Slc35f1"
"A_44_P856251"	"Nothing"
"A_44_P856349"	"Nothing"
"A_44_P856400"	"LOC691909"
"A_44_P856419"	"Arrdc4"
"A_44_P856610"	"Nothing"
"A_44_P856786"	"Nothing"
"A_44_P856859"	"Nothing"
"A_44_P856900"	"Rnf182"
"A_44_P856998"	"Nothing"
"A_44_P857088"	"Nothing"
"A_44_P857191"	"Nothing"
"A_44_P857470"	"Nothing"
"A_44_P857628"	"Olfml2a"
"A_44_P857692"	"Nothing"
"A_44_P857728"	"Nothing"
"A_44_P858108"	"Nothing"
"A_44_P858189"	"Nothing"
"A_44_P858381"	"Nothing"
"A_44_P858398"	"LOC498145"
"A_44_P858422"	"Nothing"
"A_44_P858430"	"MGC109340"
"A_44_P858453"	"Nothing"
"A_44_P858481"	"Nothing"
"A_44_P858575"	"Nothing"
"A_44_P858611"	"Fam102b"
"A_44_P858612"	"Nothing"
"A_44_P858812"	"Nothing"
"A_44_P858839"	"Nothing"
"A_44_P858851"	"Nothing"
"A_44_P858898"	"Nothing"
"A_44_P859004"	"Nothing"
"A_44_P859016"	"Nothing"
"A_44_P859034"	"Nothing"
"A_44_P859096"	"Nothing"
"A_44_P859113"	"Dstyk"
"A_44_P859124"	"Nothing"
"A_44_P859205"	"Nothing"
"A_44_P859235"	"Nothing"
"A_44_P859342"	"Nothing"
"A_44_P859396"	"Nothing"
"A_44_P859421"	"Nothing"
"A_44_P859515"	"Nothing"
"A_44_P859569"	"Nothing"
"A_44_P859614"	"Nothing"
"A_44_P859698"	"Nothing"
"A_44_P859795"	"Nothing"
"A_44_P859909"	"Nothing"
"A_44_P860013"	"Nothing"
"A_44_P860166"	"Nothing"
"A_44_P860207"	"Nothing"
"A_44_P860225"	"Nothing"
"A_44_P860243"	"Nothing"
"A_44_P860269"	"Nothing"
"A_44_P860287"	"Nothing"
"A_44_P860387"	"LOC691918"
"A_44_P860396"	"Nothing"
"A_44_P860400"	"Nothing"
"A_44_P860405"	"Nothing"
"A_44_P860459"	"Nothing"
"A_44_P860485"	"Nothing"
"A_44_P860743"	"Nothing"
"A_44_P861509"	"Nothing"
"A_44_P861558"	"Ncor2"
"A_44_P861705"	"Nothing"
"A_44_P861738"	"Nothing"
"A_44_P861814"	"Nothing"
"A_44_P861993"	"Nothing"
"A_44_P862144"	"Nothing"
"A_44_P862342"	"Nothing"
"A_44_P862708"	"Nothing"
"A_44_P862865"	"Nothing"
"A_44_P862980"	"Nothing"
"A_44_P863259"	"RGD1566399"
"A_44_P863291"	"Nothing"
"A_44_P863304"	"Nothing"
"A_44_P863359"	"Nothing"
"A_44_P863419"	"Nothing"
"A_44_P863442"	"Nothing"
"A_44_P863709"	"Nothing"
"A_44_P863776"	"Nothing"
"A_44_P863933"	"LOC687813"
"A_44_P863986"	"Nothing"
"A_44_P864029"	"Nothing"
"A_44_P864079"	"Nothing"
"A_44_P864127"	"Nothing"
"A_44_P864185"	"Nothing"
"A_44_P864286"	"LOC100364165"
"A_44_P864338"	"Cd22"
"A_44_P864402"	"Nothing"
"A_44_P864440"	"Nothing"
"A_44_P864520"	"Nothing"
"A_44_P864560"	"Lcp2"
"A_44_P864646"	"LOC100361558"
"A_44_P864660"	"Nothing"
"A_44_P864720"	"Nothing"
"A_44_P864792"	"Nothing"
"A_44_P864826"	"Nothing"
"A_44_P864923"	"Nothing"
"A_44_P865197"	"Nothing"
"A_44_P865263"	"Nothing"
"A_44_P865286"	"Nothing"
"A_44_P865406"	"Nothing"
"A_44_P865447"	"Nothing"
"A_44_P865493"	"Nothing"
"A_44_P865552"	"Nothing"
"A_44_P865591"	"Nothing"
"A_44_P865620"	"Nothing"
"A_44_P865695"	"Nothing"
"A_44_P865831"	"Nothing"
"A_44_P865962"	"Mapre3"
"A_44_P865968"	"Nothing"
"A_44_P866091"	"Slc12a7"
"A_44_P866312"	"Nothing"
"A_44_P866449"	"Nothing"
"A_44_P866539"	"Nothing"
"A_44_P866659"	"Nothing"
"A_44_P866691"	"Nothing"
"A_44_P866704"	"Nothing"
"A_44_P866732"	"Nab1"
"A_44_P866788"	"LOC498222"
"A_44_P866810"	"Tead2"
"A_44_P866982"	"Slc25a32"
"A_44_P867129"	"Clec16a"
"A_44_P867153"	"Tmem47"
"A_44_P867229"	"Nothing"
"A_44_P867246"	"RT1-CE16"
"A_44_P867265"	"LOC498330"
"A_44_P867279"	"Nothing"
"A_44_P867296"	"Ggn"
"A_44_P867316"	"LOC688452"
"A_44_P867355"	"Nothing"
"A_44_P867386"	"Nothing"
"A_44_P867427"	"Nothing"
"A_44_P867478"	"Tex2"
"A_44_P867590"	"Asb14"
"A_44_P867607"	"RGD1564308"
"A_44_P867638"	"Nothing"
"A_44_P867671"	"Hydin"
"A_44_P867677"	"Nothing"
"A_44_P867688"	"Ttc23l"
"A_44_P867698"	"Nothing"
"A_44_P867745"	"Ggnbp1"
"A_44_P867760"	"Gapdh-ps1"
"A_44_P867773"	"Ccdc73"
"A_44_P867809"	"Nothing"
"A_44_P867817"	"Hmgb3"
"A_44_P867828"	"Nothing"
"A_44_P867852"	"Tcrb"
"A_44_P867900"	"Nothing"
"A_44_P867917"	"Slc25a18"
"A_44_P867949"	"Nothing"
"A_44_P867959"	"Nothing"
"A_44_P867993"	"Nothing"
"A_44_P868060"	"Nothing"
"A_44_P868087"	"Nothing"
"A_44_P868092"	"Hsp90ab1"
"A_44_P868116"	"Nothing"
"A_44_P868139"	"Nothing"
"A_44_P868155"	"LOC681167"
"A_44_P868164"	"LOC100361265"
"A_44_P868262"	"Nothing"
"A_44_P868279"	"Nothing"
"A_44_P868315"	"Hnrnpa3"
"A_44_P868335"	"Nothing"
"A_44_P868353"	"Nothing"
"A_44_P868381"	"Nothing"
"A_44_P868418"	"Igsf3"
"A_44_P868440"	"Nothing"
"A_44_P868459"	"Map4k2"
"A_44_P868495"	"Nothing"
"A_44_P868573"	"Chmp7"
"A_44_P868581"	"Ppp1r1c"
"A_44_P868611"	"Nothing"
"A_44_P868650"	"Nothing"
"A_44_P868694"	"Nothing"
"A_44_P868714"	"Nothing"
"A_44_P868775"	"Nothing"
"A_44_P868808"	"LOC683788"
"A_44_P868828"	"Nothing"
"A_44_P868863"	"Nothing"
"A_44_P868890"	"Gli2"
"A_44_P868920"	"Nothing"
"A_44_P868944"	"Nothing"
"A_44_P868963"	"Tnfrsf14"
"A_44_P868984"	"Nothing"
"A_44_P869017"	"Nothing"
"A_44_P869053"	"Nothing"
"A_44_P869077"	"Nothing"
"A_44_P869086"	"Npat"
"A_44_P869091"	"LOC680222"
"A_44_P869099"	"LOC680222"
"A_44_P869196"	"Mrpl40"
"A_44_P869212"	"Nothing"
"A_44_P869241"	"Nothing"
"A_44_P869273"	"Nothing"
"A_44_P869337"	"Nothing"
"A_44_P869351"	"Trmt6"
"A_44_P869362"	"RGD1562551"
"A_44_P869379"	"Nothing"
"A_44_P869382"	"Nothing"
"A_44_P869404"	"Nothing"
"A_44_P869415"	"Nothing"
"A_44_P869429"	"Nothing"
"A_44_P869444"	"Nothing"
"A_44_P869457"	"Nothing"
"A_44_P869506"	"Nothing"
"A_44_P869511"	"Nothing"
"A_44_P869539"	"Nothing"
"A_44_P869559"	"Nothing"
"A_44_P869589"	"Nothing"
"A_44_P869639"	"Setd5"
"A_44_P869661"	"Nothing"
"A_44_P869709"	"Nothing"
"A_44_P869736"	"Nothing"
"A_44_P869774"	"Clec1b"
"A_44_P869792"	"Nothing"
"A_44_P869808"	"Ogdh"
"A_44_P869834"	"Nothing"
"A_44_P869844"	"Nothing"
"A_44_P869850"	"Nothing"
"A_44_P869863"	"Nothing"
"A_44_P869871"	"Nothing"
"A_44_P869930"	"Nothing"
"A_44_P869955"	"Nothing"
"A_44_P869973"	"Nothing"
"A_44_P869988"	"Nothing"
"A_44_P870017"	"Nothing"
"A_44_P870046"	"Map3k14"
"A_44_P870065"	"Nothing"
"A_44_P870068"	"Nothing"
"A_44_P870101"	"Nothing"
"A_44_P870123"	"Nothing"
"A_44_P870133"	"Nothing"
"A_44_P870143"	"Nothing"
"A_44_P870183"	"Nothing"
"A_44_P870200"	"RGD1306502"
"A_44_P870203"	"Nothing"
"A_44_P870253"	"Nothing"
"A_44_P870317"	"Nothing"
"A_44_P870325"	"Nothing"
"A_44_P870341"	"LOC100360142"
"A_44_P870348"	"Slc35d3"
"A_44_P870394"	"Nothing"
"A_44_P870442"	"Nothing"
"A_44_P870465"	"Nothing"
"A_44_P870486"	"LOC100362155"
"A_44_P870513"	"Nothing"
"A_44_P870524"	"Nothing"
"A_44_P870562"	"Nothing"
"A_44_P870574"	"Nothing"
"A_44_P870678"	"Nothing"
"A_44_P870763"	"Dnali1"
"A_44_P870817"	"Nothing"
"A_44_P870848"	"Nothing"
"A_44_P870854"	"Nothing"
"A_44_P870880"	"Nothing"
"A_44_P870887"	"Nothing"
"A_44_P870987"	"Nothing"
"A_44_P871086"	"Nothing"
"A_44_P871117"	"Nothing"
"A_44_P871130"	"Nothing"
"A_44_P871196"	"Nothing"
"A_44_P871211"	"Nothing"
"A_44_P871223"	"Nothing"
"A_44_P871242"	"Nothing"
"A_44_P871255"	"Fxc1"
"A_44_P871265"	"Nothing"
"A_44_P871298"	"Nothing"
"A_44_P871389"	"Sspn"
"A_44_P871398"	"Nothing"
"A_44_P871423"	"Nothing"
"A_44_P871622"	"Syvn1"
"A_44_P871648"	"Dcakd"
"A_44_P871694"	"LOC362710"
"A_44_P871726"	"Zfp157"
"A_44_P871833"	"Nothing"
"A_44_P871871"	"Nothing"
"A_44_P871882"	"Nothing"
"A_44_P871910"	"Nothing"
"A_44_P872195"	"Dock8"
"A_44_P872226"	"Nothing"
"A_44_P872496"	"Nothing"
"A_44_P872519"	"Ciapin1"
"A_44_P872615"	"Nothing"
"A_44_P872646"	"LOC682934"
"A_44_P872777"	"LOC100363114"
"A_44_P872848"	"Nothing"
"A_44_P873005"	"Nothing"
"A_44_P873024"	"Nothing"
"A_44_P873182"	"Nothing"
"A_44_P873329"	"Nothing"
"A_44_P873451"	"Sned1"
"A_44_P873456"	"Nothing"
"A_44_P873549"	"Nothing"
"A_44_P873794"	"Vav3"
"A_44_P873842"	"Nothing"
"A_44_P874053"	"Nothing"
"A_44_P874109"	"Nothing"
"A_44_P874141"	"Nothing"
"A_44_P874258"	"Nothing"
"A_44_P874279"	"Nothing"
"A_44_P874356"	"Nothing"
"A_44_P874471"	"Nothing"
"A_44_P874636"	"Cpsf6"
"A_44_P874677"	"RGD1359349"
"A_44_P874708"	"Nothing"
"A_44_P874806"	"Nothing"
"A_44_P874814"	"Nothing"
"A_44_P874880"	"Nothing"
"A_44_P874924"	"Nothing"
"A_44_P874982"	"Nothing"
"A_44_P875024"	"Nothing"
"A_44_P875174"	"Nothing"
"A_44_P875824"	"Nothing"
"A_44_P875857"	"Nothing"
"A_44_P875945"	"Nothing"
"A_44_P875993"	"Nothing"
"A_44_P876045"	"Nothing"
"A_44_P876210"	"Nothing"
"A_44_P876215"	"Nothing"
"A_44_P876244"	"Nothing"
"A_44_P876303"	"Nothing"
"A_44_P876344"	"Nothing"
"A_44_P876363"	"Vav2"
"A_44_P876408"	"Lrrc4"
"A_44_P876526"	"Nothing"
"A_44_P876553"	"Nothing"
"A_44_P876604"	"Nothing"
"A_44_P877059"	"Ttpal"
"A_44_P877298"	"Nothing"
"A_44_P877632"	"LOC100362554"
"A_44_P878133"	"Nothing"
"A_44_P878617"	"Slc41a2"
"A_44_P878711"	"Nothing"
"A_44_P878861"	"Nothing"
"A_44_P878941"	"Nothing"
"A_44_P879017"	"Nothing"
"A_44_P879099"	"Nothing"
"A_44_P879104"	"Ash1l"
"A_44_P879120"	"Nothing"
"A_44_P879144"	"Lpar4"
"A_44_P879176"	"Nothing"
"A_44_P879311"	"Nothing"
"A_44_P879532"	"Nothing"
"A_44_P879588"	"Nothing"
"A_44_P879764"	"B4galt1"
"A_44_P879857"	"Nothing"
"A_44_P879902"	"Nothing"
"A_44_P879970"	"Sumf1"
"A_44_P879994"	"Nothing"
"A_44_P880046"	"Nothing"
"A_44_P880090"	"Nothing"
"A_44_P880124"	"Nothing"
"A_44_P880146"	"Bid"
"A_44_P880152"	"Nfyb"
"A_44_P880302"	"Nothing"
"A_44_P880338"	"Nothing"
"A_44_P880354"	"Nothing"
"A_44_P880370"	"Nothing"
"A_44_P880417"	"Nothing"
"A_44_P880441"	"Nothing"
"A_44_P880568"	"Nothing"
"A_44_P880618"	"Slc25a36"
"A_44_P880718"	"Nothing"
"A_44_P880805"	"Nothing"
"A_44_P880842"	"Nothing"
"A_44_P881100"	"Nothing"
"A_44_P881134"	"LOC688765"
"A_44_P881169"	"Nothing"
"A_44_P881194"	"Dram"
"A_44_P881225"	"Nothing"
"A_44_P881253"	"Pqlc1"
"A_44_P881262"	"Ppp2r5e"
"A_44_P881428"	"Nothing"
"A_44_P881475"	"Nothing"
"A_44_P881540"	"Nothing"
"A_44_P881750"	"Nothing"
"A_44_P881890"	"RGD1559442"
"A_44_P881918"	"Nothing"
"A_44_P881960"	"Nothing"
"A_44_P882084"	"Slc9a8"
"A_44_P882101"	"Nothing"
"A_44_P882206"	"Nothing"
"A_44_P882219"	"Nothing"
"A_44_P882420"	"Nothing"
"A_44_P882450"	"Nothing"
"A_44_P882476"	"Nothing"
"A_44_P882551"	"Nothing"
"A_44_P882729"	"Nothing"
"A_44_P882856"	"Nothing"
"A_44_P882860"	"Nothing"
"A_44_P882921"	"Nothing"
"A_44_P882938"	"LOC680582"
"A_44_P882995"	"Zfp286a"
"A_44_P883087"	"Rgs13"
"A_44_P883146"	"Thtpa"
"A_44_P883154"	"Matr3"
"A_44_P883191"	"Nothing"
"A_44_P883196"	"LOC100360353"
"A_44_P883204"	"Nothing"
"A_44_P883226"	"Nothing"
"A_44_P883254"	"Nothing"
"A_44_P883270"	"LOC100360528"
"A_44_P883274"	"LOC679131"
"A_44_P883305"	"Nothing"
"A_44_P883338"	"Nothing"
"A_44_P883350"	"Nothing"
"A_44_P883384"	"Nothing"
"A_44_P883396"	"LOC500046"
"A_44_P883408"	"Agbl3"
"A_44_P883430"	"RGD1565690"
"A_44_P883445"	"Nothing"
"A_44_P883462"	"Nothing"
"A_44_P883477"	"Ncapd2"
"A_44_P883557"	"Mpv17l"
"A_44_P883565"	"Nothing"
"A_44_P883575"	"Nothing"
"A_44_P883619"	"Nothing"
"A_44_P883641"	"LOC500956"
"A_44_P883659"	"Nothing"
"A_44_P883671"	"Nothing"
"A_44_P883687"	"Nothing"
"A_44_P883709"	"Nothing"
"A_44_P883718"	"Rai2"
"A_44_P883727"	"Nothing"
"A_44_P883739"	"Fam122c"
"A_44_P883770"	"Nothing"
"A_44_P883793"	"Nothing"
"A_44_P883826"	"Nothing"
"A_44_P883869"	"LOC100363005"
"A_44_P883883"	"LOC679861"
"A_44_P883893"	"Acss1"
"A_44_P883921"	"Nothing"
"A_44_P883933"	"Nothing"
"A_44_P883945"	"Stx7"
"A_44_P883950"	"Nothing"
"A_44_P883977"	"Nothing"
"A_44_P883997"	"Nothing"
"A_44_P884020"	"Nothing"
"A_44_P884037"	"Nothing"
"A_44_P884080"	"LOC100174909"
"A_44_P884109"	"Trim2"
"A_44_P884119"	"Ccdc91"
"A_44_P884171"	"Nothing"
"A_44_P884188"	"Nothing"
"A_44_P884221"	"Nothing"
"A_44_P884231"	"Nothing"
"A_44_P884297"	"Nothing"
"A_44_P884308"	"Nothing"
"A_44_P884427"	"Nothing"
"A_44_P884437"	"Nothing"
"A_44_P884444"	"Mospd2"
"A_44_P884459"	"Dnajc27"
"A_44_P884466"	"Nothing"
"A_44_P884555"	"Nothing"
"A_44_P884566"	"Nothing"
"A_44_P884577"	"Nothing"
"A_44_P884616"	"Zfat"
"A_44_P884640"	"Nothing"
"A_44_P884663"	"LOC684352"
"A_44_P884680"	"Proser1"
"A_44_P884698"	"Ptpn4"
"A_44_P884739"	"Sez6l2"
"A_44_P884743"	"Nothing"
"A_44_P884766"	"RGD1561849"
"A_44_P884777"	"Nothing"
"A_44_P884800"	"Tmem82"
"A_44_P884867"	"Nothing"
"A_44_P884897"	"Nothing"
"A_44_P884935"	"Plekhh1"
"A_44_P884959"	"Nothing"
"A_44_P884971"	"Nothing"
"A_44_P885003"	"Arap2"
"A_44_P885009"	"Nothing"
